source_data_name,problem_type,difficulty,achievement_standard_code,achievement_standard_text,chapter_major,chapter_middle,chapter_minor,problem_subtype,question_text,question_with_options,question_image_bbox,answer,explanation,option_type,extraction_status,recovered_answer,answer_match,image_regions
S3_중등_2_018925,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"온도가 $100^{\circ} \mathrm{C}$인 물이 $10$분이 지날 때마다 물의 온도가 $5^{\circ} \mathrm{C}$씩 내려간다고 한다. $x$분 후의 물의 온도를 $y^{\circ} \mathrm{C}$라 할 때, $y$를 $x$에 관한 식으로 나타내면?","온도가 $100^{\circ} \mathrm{C}$인 물이 $10$분이 지날 때마다 물의 온도가 $5^{\circ} \mathrm{C}$씩 내려간다고 한다. $x$분 후의 물의 온도를 $y^{\circ} \mathrm{C}$라 할 때, $y$를 $x$에 관한 식으로 나타내면? ① $y = 100 - 5x$ ③ $y = 100 + 5x$ ④ $y = 100 + 0 \cdot 5x$ ⑤ $y = -5x - 100$ $y = 100 - 0. 5x$","[[70.4, 13.2, 1262.57, 220.23]]",$y = 100 - 0. 5x$,"$10$분이 지날 때마다 $5^{\circ} \mathrm{C}$씩 내려가므로 $1$분이 지날 때마다 $0. 5^{\circ} \mathrm{C}$씩 내려간다. 즉, $x$분 후 내려간 온도는 $0. 5 x{ }^{\circ} \mathrm{C}$이므로 \[ y=100-0. 5 x \]",mixed_with_image,recovered,$y = 100 - 0. 5x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [100.0, 91.0, 232.0, 117.0]}]"
S3_중등_2_018926,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"지면에서 $10km$ 까지의 기온은 높이가 $1km$ 씩 높아짐에 따라 $6^{\circ} \mathrm{C}$ 씩 내려간다고 한다. 지면의 기온이 $20^{\circ} \mathrm{C}$ 일 때, 지면에서 높이가 $x \mathrm{~km}$ 인 곳의 기온을 $y^{\circ} \mathrm{C}$라고 하자. 이때, $y$를 $x$에 관한 식으로 나타내면 $?$","지면에서 $10km$ 까지의 기온은 높이가 $1km$ 씩 높아짐에 따라 $6^{\circ} \mathrm{C}$ 씩 내려간다고 한다. 지면의 기온이 $20^{\circ} \mathrm{C}$ 일 때, 지면에서 높이가 $x \mathrm{~km}$ 인 곳의 기온을 $y^{\circ} \mathrm{C}$라고 하자. 이때, $y$를 $x$에 관한 식으로 나타내면 $?$ ① $y=-6 x+20$ ② $y=20 x+6$ ③ $y=6 x+20$ ④ $y=6 x-20$ ⑤ $y=-6 x-20$","[[72.32, 17.05, 1730.21, 220.02]]",① $y=-6 x+20$,$1$ km 씩 높아짐에 따라 기온이 $6^{\circ} \mathrm{C}$ 씩 내려가므로 높이가 $x \mathrm{~km}$ 인 곳은 지면보다 $6x^{\circ} \mathrm{C}$만큼 내려간다. | $\therefore \quad y=-6 x+20$,text,recovered,① $y=-6 x+20$,True,
S3_중등_2_018927,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 표는 기압이 1013 밀리바일 때, 기온과 공기 속을 통과하는 소리의 속도를 측정한 것이다. 기온을 $x{ }^{\circ} \mathrm{C}$, 소리의 속도를 초속 $y \mathrm{~m}$ 라 할 때, $x$와 $y$ 사이의 관계를 식으로 나타내면?","<div class=""table_tabular "" style=""text-align: center""> <div class=""inline-tabular""><table id=""tabular""> <tbody> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">기온(<span class=""math-inline ""> $\left. { }^{\circ} \mathrm{C}\right)$</span></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">0</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">1</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">2</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">3</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">4</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">5</td> </tr> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; ""><div class=""inline-tabular sub-table""><table id=""tabular""> <tbody> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left: none !important; border-bottom: none !important; border-top: none !important; width: auto; vertical-align: middle; "">1초당 소리의</td> </tr> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left: none !important; border-bottom: none !important; border-top: none !important; width: auto; vertical-align: middle; "">속도(m)</td> </tr> </tbody> </table> </div></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">331</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">331. 6</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">332. 2</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">332. 8</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">333. 4</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">334</td> </tr> </tbody> </table> </div></div>","[[67.84, 47.22, 543.36, 159.86]]",⑤ $y=0. 6 x+331$,"구하는 일차함수의 식을 $y=a x+b$ 라하고 $(0, 331), (5, 334)$를 대입하여 풀면 $a=0. 6, b=331$ 따라서 $y=0. 6 x+331$",,,,,
S3_중등_2_018928,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"공기 중에서 음속은 기온이 $0^{\circ} \mathrm{C}$ 일 때, 초속 $331m$ 이고, 온도가 $1^{\circ} \mathrm{C}$ 오를 때마다 초속 $0.6m$ 씩 증가한다고 한다. 기온이 $x^{\circ} \mathrm{C}$ 일 때의 음속을 초속 $y \mathrm{~m}$라고 할 때, $y$를 $x$에 관한 식으로 나타내면?","공기 중에서 음속은 기온이 $0^{\circ} \mathrm{C}$ 일 때, 초속 $331m$ 이고, 온도가 $1^{\circ} \mathrm{C}$ 오를 때마다 초속 $0.6m$ 씩 증가한다고 한다. 기온이 $x^{\circ} \mathrm{C}$ 일 때의 음속을 초속 $y \mathrm{~m}$라고 할 때, $y$를 $x$에 관한 식으로 나타내면? ① $y = 331x + 0. 6$ ② $y = 0. 6x + 331$ ③ $y = -331x + 0. 6$ ④ $y = 0. 6x - 331$ ⑤ $y = -331x - 0. 6$","[[63.41, 10.04, 1590.91, 194.55]]",② $y = 0. 6x + 331$,"시간과 온도의 관계를 알아본다. 온도가 \(1^{\circ} \mathrm{C}\) 오를 때마다 초속 \(0.6m\)씩 증가하므로 기울기는 \(0. 6\)이고, 기온이 \(0^{\circ} \mathrm{C}\)일 때, 초속 \(331m\)이므로 \(x=0\)일 때, \(y=331\)이다. 즉, \(y\) 절편이 \(331\)이므로 구하는 관계식은 \(\displaystyle y=0. 6 x+331\)이다.",mixed_with_image,recovered,② $y = 0. 6x + 331$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [67.16, 74.55, 215.91, 102.05]}]"
S3_중등_2_018929,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 그림에서 점 P가 $\overline{\mathrm{AB}}$ 위를 움직이고 있다. $\overline{\mathrm{AP}}=x, \triangle \mathrm{PBD}=y$ 라 하면 $y=32$ 일 때, $x$의 값은?","도형은 직사각형 ABCD와 삼각형 PBD로 구성되어 있다. 직사각형의 높이는 4, 길이는 20이며, P와 B를 연결하는 선은 높이가 8인 삼각형을 형성한다. 각 P는 x로 표시된 각도를 포함하고 있다.","[[68.77, 44.28, 340.77, 195.28]]",③ 12,"$\begin{array}{l}\overline{\mathrm{PB}}=\overline{\mathrm{AB}}-\overline{\mathrm{AP}}=20-x, \quad \overline{\mathrm{BD}}=8 \text { 이므로 } \\ \triangle \mathrm{PBD}=y=\frac{1}{2} \times(20-x) \times 8 \\ \therefore \quad y=-4 x+80 \\ y=32 \text { 일 때 } x \text { 의 값은 } \\ 32=-4 x+80 \\ 4 x=48 \\ \therefore \quad x=12\end{array}$",,,,,
S3_중등_2_018930,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 그림과 같이 $\overline{\mathrm{AB}}=6 \mathrm{~cm}, \overline{\mathrm{AD}}=10 \mathrm{~cm}$ 인 직사각형 ABCD에서 점 P가 $\overline{\mathrm{BC}}$를 따라 점 B에서 점 C까지 움직일 때 움직인 거리를 $x \mathrm{~cm}$, 사다리꼴 ABPD의 넓이를 $y \mathrm{~mm}$ 라 한다. $y$를 $x$에 관한 식으로 나타내 면?","$\overline{\mathrm{AB}}=6 \mathrm{~cm}, \overline{\mathrm{AD}}=10 \mathrm{~cm}$ 인 직사각형 ABCD가 있습니다. 점 P가 $\overline{\mathrm{BC}}$를 따라 점 B에서 점 C까지 움직일 때 움직인 거리를 $x \mathrm{~cm}$, 사다리꼴 ABPD의 넓이를 $y \mathrm{~mm}$로 표기하고 있습니다.","[[68, 75, 291, 229]]",② $y=3 x+30$,"$\begin{array}{l}\text { 다음 그림에서 } \square \mathrm{ABCD}=\triangle \mathrm{ABD}+\triangle \mathrm{DBP} \text { 이므로 } \\ \begin{array}{l} y=\frac{1}{2} \times 10 \times 6+\frac{1}{2} \times x \times 6 \\ =30+3 \\ =3 x+30\end{array} \end{array}$ | 이 도형은 직사각형 \(ABCD\)와 두 삼각형 \(ABD\), \(DBP\)로 구성되어 있어. 1. 직사각형 \(ABCD\) - \(AB = 6 \, \text{cm}\) - \(AD = 10 \, \text{cm}\) 2. 삼각형 \(ABD\) - 밑변 \(AB = 6 \, \text{cm}\) - 높이 \(AD = 10 \, \text{cm}\) - 면적: \(\frac{1}{2} \times 10 \times 6\) 3. 삼각형 \(DBP\) - 밑변 \(BP=x \, \text{cm}\) - 면적: \(\frac{1}{2} \times x \times 6\) 4. \(BP=x \, \text{cm}\) (직사각형의 밑변을 나눔) 두 삼각형의 면적 합이 직사각형의 면적과 일치해.",,,,,
S3_중등_2_018931,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 그림의 직사각형 ABCD에서 $\overline{\mathrm{AB}}=5 \mathrm{~cm}, \overline{\mathrm{AD}}=8 \mathrm{~cm}$ 이다. 점 P가 B를 출발하여 C까지 움직일 때, 움직인 거리를 $x \mathrm{~cm}$, 이때의 $\triangle \mathrm{ABP}$의 넓이를 $y \mathrm{~cm}^{2}$라고 하자. $x, y$ 사이의 관계식을 구하면?","이미지에는 직사각형 ABCD가 있고, AB는 5cm, AD는 8cm이다. 삼각형 ABP는 ABCD의 왼쪽 위 모서리에서 오른쪽 아래로 수정된 직각삼각형이다. BP의 길이는 xcm이고, 삼각형 ABP의 넓이는 y cm²로 표시되어 있다. P는 BC의 연장선상에 있으며, BC는 직사각형의 면과 수평이다.","[[61, 43, 330, 230]]",② $y=\frac{5}{2} x$,$y=\frac{1}{2} \times x \times 5 \quad \therefore \quad y=\frac{5}{2} x$,,,,,
S3_중등_2_018932,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 그림의 사다리꼴의 넓이를 $y \mathrm{~cm}^{2}$라고 할 때, $y$를 $x$에 대한 식으로 나타내면?","사다리꼴이 있습니다. 윗변은 4cm, 밑변은 $xcm$ 높이는 5cm로 표기되어 있습니다.","[[63.34, 52.1, 290.34, 241.35]]",① $y=\frac{5}{2} x+10$,$\begin{array}{l}y=\{(\text { 윗변의 길이 }+ \text { 아랫변의 길이 })\} \times(\text { 높이 }) \times \frac{1}{2} \\ =(4+x) \times 5 \times \frac{1}{2} \\ \therefore \quad y=\frac{5}{2} x+10\end{array}$,,,,,
S3_중등_2_018933,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,x절편/y절편과 도형의 넓이,,"다음 그림과 같이 $\angle \mathrm{C}=90^{\circ}$ 인 삼각형 $ABC$에서 점 $P$가 $B$에서 $C$까지 움직이고 있다. $\overline{\mathrm{BP}}$의 길이가 $x \mathrm{~cm}$일 때, $\Delta \mathrm{APC}$의 넓이를 $y \mathrm{~cm}^{2}$라 하자. 이때, $x$와 $ABC$0 사이의 관계식으로 옳은 것은? | 삼각형 $ABC$의 높이: $6cm$, 삼각형 $ABC$의 밑변 $BC$: $10cm$, 삼각형 $APC$의 넓이: $y \, \text{cm}^2$, $BP$의 길이: $x \, \text{cm}$, $BC$의 길이: $6cm$0","[[57.18, 7.88, 1521.24, 40.82], [63, 43.92, 301, 203.92]]",$y = 30 - 3x$,$\triangle \mathrm{APC}$의 넓이 $y=\frac{1}{2} \times \overline{\mathrm{PC}} \times \overline{\mathrm{AC}}=\frac{1}{2} \times(10-x) \times 6=3(10-x)=30-3 x$,,,,,
S3_중등_2_018934,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,일차함수 그래프 해석 - 기울기와 절편,"가로의 길이가 $x \mathrm{~cm}$ 인 직사각형의 둘레의 길이가 20cm가 되도록 세로의 길이를 $y \mathrm{~cm}$로 정한다고 할 때, $x$와 $y$ 사이의 관계식으로 옳은 것은?","가로의 길이가 $x \mathrm{~cm}$ 인 직사각형의 둘레의 길이가 20cm가 되도록 세로의 길이를 $y \mathrm{~cm}$로 정한다고 할 때, $x$와 $y$ 사이의 관계식으로 옳은 것은? ① $y=20-x$ ② $y=20-2 x$ ③ $y=10-x$ ④ $y=10-2 x$ ⑤ $y=10-\frac{1}{2} x$","[[62.74, 8.530000000000001, 1146.99, 218.6]]",③ $y=10-x$,"가로의 길이가 $x \mathrm{~cm}$, 세로의 길이가 $y \mathrm{~cm}$ 이므로 $2(x+y)=20$ 이다. \[ \begin{array}{l} 2 x+2 y=20 \\ 2 y=20-2 x \\ \therefore y=10-x \end{array} \]",mixed_with_image,recovered,③ $y=10-x$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [68.8, 44.8, 185.6, 101]}, {""class_name"": ""오답(이미지)"", ""bbox"": [68.8, 44.8, 185.6, 101]}, {""class_name"": ""정답(이미지)"", ""bbox"": [69.6, 106.6, 175.2, 131.4]}, {""class_name"": ""오답(이미지)"", ""bbox"": [67.2, 137, 196.8, 218.6]}, {""class_name"": ""오답(이미지)"", ""bbox"": [67.2, 137, 196.8, 218.6]}]"
S3_중등_2_018935,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,3. 일차함수의 그래프와 활용,상황을 일차함수 식으로 표현,"다음 그림의 사다리꼴 ABCD에서 점 D가 직선 $l$ 위를 오른쪽으로 1초에 1cm 씩 움직이고 있다. $x$ 초 후의 사다리꼴의 넓이를 $y \mathrm{~cm}^{2}$ 라 할 때, $x$와 $y$ 사이의 관계식으로 옳은 것은?","직선 l이있고 사디리꼴 ABCD가 있다. 선분 AD는 2cm, 선분 BC는 5cm 높이는 6cm이다.","[[70.34, 49.13, 293.94, 193.02]]",① $y=3 x+21$,$($ 사다리꼴의 넓이 $)=\frac{1}{2} \times\{($ 윗변의 길이 $)+($ 아랫변의 길이 $)\} \times$ (높이 $)$ 이다. 윗변의 길이가 $x$ 초 후에는 $x \mathrm{~cm}$ 늘어나므로 $x$ 초 후 윗변의 길이는 $(x+2) \mathrm{cm}$ 이다. \[ \begin{aligned} \therefore \quad y & =\frac{1}{2} \times\{(x+2)+5\} \times 6 \\ y & =3 \times(x+7) \\ y & =3 x+21 \end{aligned} \],,,,,
S3_중등_2_018936,객관식,중,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,일차방정식 그래프의 점 대입/자연수 점,일차방정식 $2 x+y-4=0$의 그래프를 지나는 점의 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점의 개수는?,일차방정식 $2 x+y-4=0$의 그래프를 지나는 점의 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점의 개수는? ① 0 개 ② 1 개 ③ 2 개 ④ 3 개 ⑤ 4 개,"[[62.5, 15.42, 796.5, 201]]",② 1 개,"일차방정식 $2 x+y-4=0$를 $y$에 관하여 풀면 $y=-2 x+4$ 이다. $x=1, 2, 3, \cdots$을 대입하면 \begin{tabular}{|l|l|l|l|l|} \hline$x$ & 1 & 2 & 3 & $\cdots$ \\ \hline$y$ & 2 & 0 & -2 & $\cdots$ \\ \hline \end{tabular} 따라서 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점은 $y$0로 1 개이다. | 좌표평면도에 좌표가(1, 2)가 표시되어 있고 직선으로 (0, 4)와 (2, 0)을 지난다.",text,recovered,② 1 개,True,
S3_중등_2_018937,객관식,중,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,일차방정식 그래프의 점 대입/자연수 점,일차방정식 $3 x+2 y-11=0$의 그래프를 지나는 점의 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점의 개수는?,일차방정식 $3 x+2 y-11=0$의 그래프를 지나는 점의 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점의 개수는? ① 0 개 ② 1 개 ③ 2 개 ④ 3 개 ⑤ 4 개,"[[60.5, 11.42, 813.5, 193]]",③ 2 개,"따라서 $x$ 좌표와 $y$ 좌표가 모두 자연수인 점은 $(1, 4), (3, 1)$에서 2 개이다. | $\begin{array}{l}3 x+2 y-11=0, 2 y=-3 x+11 \\ \therefore \quad y=-\frac{3}{2} x+\frac{11}{2} \\ x=1, 2, 3, \quad \ldots \text { 을 대입하면 }\end{array}$ | <div class=""table_tabular "" style=""text-align: center""> <div class=""inline-tabular""><table id=""tabular""> <tbody> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $x$</span></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">1</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">2</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">3</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">4</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $\cdots$</span></td> </tr> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: left; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $y$</span></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">4</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $\frac{5}{2}$</span></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">1</td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $-\frac{1}{2}$</span></td> <td style=""text-align: left; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $\cdots$</span></td> </tr> </tbody> </table> </div></div> | - 두 점: (1, 4), (3, 1)을 지나는 직선 - 직선의 기울기: 음수 - 좌표평면 상의 선형그래프 - 함수의 유형: 1차 함수이 정보들로 다양한 수학적 분석과 계산이 가능해.",text,recovered,③ 2 개,True,
